3 0 0.980392 0.980392
6 0 0.984127 0.992063
9 0 0.99005 0.995025
14 0.07362 0.993865 0.996933
18 0.29108 0.995305 0.997653
22 0.425856 0.996198 0.998099
25 0.452579 0.996672 0.998336
